,slot,flight,eta,fpfs,time,priority,margins,airline,cost,num,type,new slot,new arrival,eta slot,instance
289,9,FB18,18,18,36,0.588874857526418,48,B,0.6041533228493451,18,B744,9,18,9,14
290,10,FC10,10,20,20,0.006560900662466396,45,C,1.553203079681947,10,B763,10,20,5,14
291,11,FD11,11,22,22,0.5190862507358935,49,D,0.6315120734232625,11,B744,11,22,6,14
292,12,FD12,12,24,24,0.46116164072465127,39,D,0.7075757971708332,12,A321,12,24,6,14
293,13,FD13,13,26,26,0.43054114303334845,29,D,0.7477851154027961,13,B738,13,26,7,14
294,14,FC15,15,28,30,0.39143045710107904,59,C,0.9514746186873042,15,B733,14,28,8,14
295,15,FC14,14,30,28,0.09324871247171651,42,C,1.4176700848936379,14,B735,15,30,7,14
296,16,FC16,16,32,32,0.03907454498410401,51,C,1.502369271624939,16,E190,16,32,8,14
297,17,FD17,17,34,34,0.0,44,D,1.3131503817256243,17,A319,17,34,9,14
298,18,FB5,5,36,10,0.6351433282789534,21,B,0.5361612507028497,5,B735,18,36,3,14
299,19,FB19,19,38,38,0.494215073629781,45,B,0.7432570094720358,19,B735,19,38,10,14
300,0,FA0,0,0,0,0.5035142800281063,27,A,0.830899387327033,0,B734,0,0,0,15
301,1,FC1,1,2,2,0.5216267990919052,25,C,0.7871841752098614,1,A321,1,2,1,15
302,2,FA4,4,4,8,0.4566324324965676,32,A,0.909359042506884,4,B738,2,4,2,15
303,3,FB3,3,6,6,0.30542885164367517,43,B,0.6282297541171153,3,AT43,3,6,2,15
304,4,FA2,2,8,4,0.0,31,A,1.6735615021799026,2,B734,4,8,1,15
305,5,FD5,5,10,10,0.5394106824592813,43,D,0.6681432006920955,5,B733,5,10,3,15
306,6,FA6,6,12,12,0.6320234290864665,28,A,0.6158314227850626,6,E190,6,12,3,15
307,7,FB10,10,14,20,0.0,42,B,0.9044858192048377,10,A319,7,14,5,15
308,8,FD13,13,16,26,0.5733618143751602,40,D,0.6188927793698739,13,A332,8,16,7,15
309,9,FD14,14,18,28,0.5964293799654912,35,D,0.5854303508706804,14,B752,9,18,7,15
310,10,FB19,19,20,38,0.2029044720912606,57,B,0.7209616015450487,19,A320,10,20,10,15
311,11,FA11,11,22,22,0.08116258728351822,53,A,1.5377309206848904,11,AT43,11,22,6,15
312,12,FB7,7,24,14,0.27920556185626977,30,B,0.6519483478627226,7,B735,12,24,4,15
313,13,FD9,9,26,18,0.5361601408548125,40,D,0.672858523407761,9,DH8D,13,26,5,15
314,14,FD8,8,28,16,0.0,34,D,1.450626784528123,8,AT72,14,28,4,15
315,15,FC18,18,30,36,0.5654533355705362,61,C,0.71506567880424,18,B752,15,30,9,15
316,16,FC17,17,32,34,0.0,32,C,1.6455440516223554,17,B734,16,32,9,15
317,17,FC15,15,34,30,0.08127212027714337,45,C,1.5118071975375655,15,A319,17,34,8,15
318,18,FC16,16,36,32,0.7161904250846538,43,C,0.4670211577954173,16,AT72,18,36,8,15
319,19,FB12,12,38,24,0.30254730416601827,44,B,0.6308360729480215,12,E190,19,38,6,15
320,0,FD0,0,0,0,0.4623974822575654,24,D,0.8031231053569484,0,B763,0,0,0,16
321,1,FD1,1,2,2,0.07488332631299222,18,D,1.382029568814191,1,B733,1,2,1,16
322,2,FC2,2,4,4,0.10676374233623787,23,C,0.6250971945800567,2,B752,2,4,1,16
323,3,FB3,3,6,6,0.6091810031085032,40,B,0.6124236883189941,3,B744,3,6,2,16
324,4,FD4,4,8,8,0.0,46,D,1.4938975894858526,4,A332,4,8,2,16
325,5,FA5,5,10,10,0.0,29,A,1.6137572485817484,5,A332,5,10,3,16
326,6,FC7,7,12,14,0.0,29,C,0.6998117118700302,7,B738,6,12,4,16
327,7,FC13,13,14,26,0.025662533566110035,53,C,0.6818527703242087,13,AT43,7,14,7,16
328,8,FB10,10,16,20,0.058358214582641454,46,B,1.475577543280698,10,B733,8,16,5,16
329,9,FD9,9,18,18,0.4599783122913478,38,D,0.8067370975380375,9,B744,9,18,5,16
330,10,FB15,15,20,30,0.0,54,B,1.567026406572098,15,E190,10,20,8,16
331,11,FA11,11,22,22,0.037065102533485716,52,A,1.5539431706989102,11,B734,11,22,6,16
332,12,FA12,12,24,24,0.4570828108115085,40,A,0.8761365494325567,12,B733,12,24,6,16
333,13,FC18,18,26,36,0.14527204042666142,37,C,0.5981486365721961,18,AT72,13,26,9,16
334,14,FD14,14,28,28,0.4501459233687094,49,D,0.8214256796484543,14,B738,14,28,7,16
335,15,FB19,19,30,38,0.5518421933260681,42,B,0.7022751173694846,19,AT43,15,30,10,16
336,16,FA16,16,32,32,0.6308753331588941,50,A,0.5956776067451575,16,E190,16,32,8,16
337,17,FA17,17,34,34,0.5880072121636268,55,A,0.6648563477343495,17,E190,17,34,9,16
338,18,FC6,6,36,12,0.008852775157800807,25,C,0.6936164361320492,6,AT43,18,36,3,16
339,19,FB8,8,38,16,0.048691437948963245,31,B,1.4907256375321059,8,AT43,19,38,4,16
340,0,FC0,0,0,0,0.4755590707486067,17,C,0.8180992111438743,0,AT43,0,0,0,17
341,1,FD2,2,2,4,0.013481334264304534,24,D,1.5377612228905482,2,B752,1,2,1,17
342,2,FD1,1,4,2,0.03735158889399459,37,D,1.5005528524613005,1,DH8D,2,4,1,17
343,3,FD3,3,6,6,0.0,19,D,1.5587755977670874,3,DH8D,3,6,2,17
344,4,FC4,4,8,8,0.0,33,C,1.5599453923469702,4,E190,4,8,2,17
345,5,FB6,6,10,12,0.5189665116554787,42,B,0.6876849831931694,6,B752,5,10,3,17
346,6,FB5,5,12,10,0.0,45,B,1.4295989777340452,5,B733,6,12,3,17
347,7,FD11,11,14,22,0.5614769222970253,28,D,0.6835590725811174,11,B744,7,14,6,17
348,8,FA8,8,16,16,0.0,39,A,1.541364769071475,8,A320,8,16,4,17
349,9,FC14,14,18,28,0.046979635552587884,58,C,1.4866597263325707,14,A332,9,18,7,17
350,10,FB15,15,20,30,0.5738439361753147,47,B,0.6092322731989346,15,E190,10,20,8,17
351,11,FD7,7,22,14,0.5148951767382968,24,D,0.7561695608594589,7,B752,11,22,4,17
352,12,FB12,12,24,24,0.4048455928638115,31,B,0.8508321320358069,12,DH8D,12,24,6,17
353,13,FA13,13,26,26,0.030882180982770513,32,A,1.4937640633125433,13,A320,13,26,7,17
354,14,FC16,16,28,32,0.07819517111787033,32,C,1.4379651954578654,16,A320,14,28,8,17
355,15,FB10,10,30,20,0.11179208814440389,26,B,1.2697811228040512,10,AT72,15,30,5,17
356,16,FC9,9,32,18,0.07984476889316405,42,C,1.4353919130090702,9,DH8D,16,32,5,17
357,17,FA18,18,34,36,0.6604584323941902,37,A,0.5233574099428957,18,A319,17,34,9,17
358,18,FA19,19,36,38,0.5221662695081035,60,A,0.7365160776542033,19,B735,18,36,10,17
359,19,FA17,17,38,34,0.46251007943736866,61,A,0.8284680272862657,17,DH8D,19,38,9,17
360,0,FC0,0,0,0,0.5038197146092085,39,C,0.7049049673084753,0,A321,0,0,0,18
361,1,FD1,1,2,2,0.5234092835457869,19,D,0.7409327232947347,1,B735,1,2,1,18
362,2,FA2,2,4,4,0.31529850954108685,46,A,1.1906201167421784,2,A319,2,4,1,18
363,3,FB6,6,6,12,0.24824215428277363,38,B,1.2941121282119261,6,A332,3,6,3,18
364,4,FA4,4,8,8,0.11363755988526103,28,A,1.5412861905966877,4,B733,4,8,2,18
365,5,FC5,5,10,10,0.39737748789638727,30,C,0.8561234992623349,5,E190,5,10,3,18
366,6,FB7,7,12,14,0.6041212029464702,41,B,0.6814848098860101,7,A332,6,12,4,18
367,7,FB10,10,14,20,0.0,52,B,1.7214481173485567,10,B763,7,14,5,18
368,8,FB3,3,16,6,0.1653164339991694,22,B,1.4368644532739097,3,A321,8,16,2,18
369,9,FD16,16,18,32,0.0,43,D,1.55465202681076,16,A332,9,18,8,18
370,10,FB8,8,20,16,0.6420787174583628,41,B,0.6161429179902823,8,DH8D,10,20,4,18
371,11,FA17,17,22,34,0.6418513284711915,61,A,0.6227809038664186,17,A332,11,22,9,18
372,12,FC18,18,24,36,0.0,61,C,1.4206629889643687,18,A321,12,24,9,18
373,13,FD13,13,26,26,0.5516199726541016,46,D,0.697074918294765,13,B752,13,26,7,18
374,14,FC12,12,28,24,0.5349782133296135,36,C,0.6606392413847024,12,B734,14,28,6,18
375,15,FD15,15,30,30,0.6178901484080974,49,D,0.5940478552417101,15,B733,15,30,8,18
376,16,FD9,9,32,18,0.0026699774067979742,32,D,1.5505011410237426,9,E190,16,32,5,18
377,17,FA19,19,34,38,0.5442043998560974,46,A,0.7925781062491628,19,A332,17,34,10,18
378,18,FC14,14,36,28,0.4532969565419509,57,C,0.7766807797950293,14,B734,18,36,7,18
379,19,FA11,11,38,22,0.0,28,A,1.73888933109256,11,B738,19,38,6,18
380,0,FD0,0,0,0,0.5224417214483149,38,D,0.6993996109699236,0,AT72,0,0,0,19
381,1,FD1,1,2,2,0.4309001497006697,18,D,0.8334652162444205,1,A321,1,2,1,19
382,2,FB3,3,4,6,0.03654244492219638,39,B,1.406352848099102,3,A320,2,4,2,19
383,3,FB2,2,6,4,0.08465342626540917,24,B,1.33612555549003,2,AT43,3,6,1,19
384,4,FC4,4,8,8,0.5407060253328901,27,C,0.7305287430004068,4,A321,4,8,2,19
385,5,FD6,6,10,12,0.0,48,D,1.464532481964354,6,A332,5,10,3,19
386,6,FD5,5,12,10,0.5021179104314517,35,D,0.7291644923614249,5,E190,6,12,3,19
387,7,FA11,11,14,22,0.45032017568695604,45,A,0.8453959505811819,11,A320,7,14,6,19
388,8,FC8,8,16,16,0.08884790331633574,52,C,1.4492304114264438,8,B738,8,16,4,19
389,9,FA9,9,18,18,0.14188847823988393,35,A,1.3197573815805832,9,B734,9,18,5,19
390,10,FB14,14,20,28,0.5362138488354935,42,B,0.6769856867710716,14,B738,10,20,7,19
391,11,FA7,7,22,14,0.6038605409304707,48,A,0.6092541143952859,7,B734,11,22,4,19
392,12,FC19,19,24,38,0.0,61,C,1.5905471948110885,19,A332,12,24,10,19
393,13,FB13,13,26,26,0.5264798909228935,39,B,0.6911942830517415,13,A320,13,26,7,19
394,14,FB10,10,28,20,0.0,43,B,1.4596936218799308,10,AT43,14,28,5,19
395,15,FC12,12,30,24,0.5511940753251333,29,C,0.7138470045062059,12,A319,15,30,6,19
396,16,FA17,17,32,34,0.08751525123431592,38,A,1.4033822553659456,17,E190,16,32,9,19
397,17,FA16,16,34,32,0.0,45,A,1.5379788618541816,16,DH8D,17,34,8,19
398,18,FD18,18,36,36,0.4463157536480765,33,D,0.8108885635343452,18,E190,18,36,9,19
399,19,FC15,15,38,30,0.6682175841986633,50,C,0.5277155907404623,15,B735,19,38,8,19
400,0,FC0,0,0,0,0.61037697694533,15,C,0.6546217994424481,0,E190,0,0,0,20
401,1,FC1,1,2,2,0.0,22,C,1.680141471903201,1,AT72,1,2,1,20
402,2,FA3,3,4,6,0.0,19,A,1.6724854894550003,3,B752,2,4,2,20
403,3,FA5,5,6,10,0.5676095006700492,28,A,0.7231668359075446,5,A319,3,6,3,20
404,4,FB4,4,8,8,0.5956433312287819,37,B,0.6882941263720859,4,B763,4,8,2,20
405,5,FA2,2,10,4,0.13380762429171034,20,A,1.4486941794486683,2,DH8D,5,10,1,20
406,6,FD11,11,12,22,0.5427103052521496,43,D,0.7256226596928984,11,B763,6,12,6,20
407,7,FB7,7,14,14,0.14463126004793325,42,B,1.456004871591242,7,B734,7,14,4,20
408,8,FB8,8,16,16,0.0,37,B,1.7021955603297283,8,AT72,8,16,4,20
409,9,FB9,9,18,18,0.09461973149735692,50,B,1.5411342734553364,9,AT43,9,18,5,20
410,10,FD10,10,20,20,0.05042102973656326,53,D,1.506782299939939,10,A320,10,20,5,20
411,11,FD13,13,22,26,0.0,38,D,1.5867898796473139,13,A319,11,22,7,20
412,12,FC17,17,24,34,0.1490986364968272,51,C,1.4296346693206614,17,B744,12,24,9,20
413,13,FD6,6,26,12,0.17392590545166642,46,D,1.310806013068114,6,E190,13,26,3,20
414,14,FB14,14,28,28,0.556867212658609,53,B,0.7542986632490534,14,AT43,14,28,7,20
415,15,FC12,12,30,24,0.5764415965688776,31,C,0.7116380393777357,12,A332,15,30,6,20
416,16,FA19,19,32,38,0.09873710475491182,62,A,1.507349114481612,19,B763,16,32,10,20
417,17,FC15,15,34,30,0.08981627949744486,53,C,1.5292374158674948,15,A320,17,34,8,20
418,18,FD18,18,36,36,0.5942047169221363,34,D,0.643911848396571,18,AT72,18,36,9,20
419,19,FA16,16,38,32,0.11010839388181337,56,A,1.4883307984204717,16,B752,19,38,8,20
420,0,FD0,0,0,0,0.6235999247227779,18,D,0.5612638518545474,0,A319,0,0,0,21
421,1,FB1,1,2,2,0.6073466497984404,18,B,0.6469314448769188,1,A320,1,2,1,21
422,2,FB2,2,4,4,0.6111005557559837,45,B,0.6407465497173618,2,B735,2,4,1,21
423,3,FD5,5,6,10,0.0,42,D,1.4911363964026083,5,A332,3,6,3,21
424,4,FA4,4,8,8,0.5914822167679501,46,A,0.6227368675534283,4,A319,4,8,2,21
425,5,FD6,6,10,12,0.5671141350773725,26,D,0.6454918686743529,6,B738,5,10,3,21
426,6,FD3,3,12,6,0.49535975022937095,47,D,0.752487443522688,3,B735,6,12,2,21
427,7,FA7,7,14,14,0.0,24,A,1.5243812952928315,7,E190,7,14,4,21
428,8,FB12,12,16,24,0.10843222708933875,54,B,1.4689374921637937,12,B734,8,16,6,21
429,9,FC16,16,18,32,0.058865395963830114,49,C,1.3974248679123829,16,A321,9,18,8,21
430,10,FC9,9,20,18,0.6019675568469853,52,C,0.5910105014867435,9,A321,10,20,5,21
431,11,FA19,19,22,38,0.544952089816299,42,A,0.6936665227461263,19,E190,11,22,10,21
432,12,FB8,8,24,16,0.1784421863267679,42,B,1.3535898348421516,8,DH8D,12,24,4,21
433,13,FC14,14,26,28,0.0,32,C,1.4848299721627032,14,B735,13,26,7,21
434,14,FC13,13,28,26,0.07066508363315138,49,C,1.3799043379988158,13,E190,14,28,7,21
435,15,FB15,15,30,30,0.0,59,B,1.6475892655565818,15,AT43,15,30,8,21
436,16,FC10,10,32,20,0.5456594719084082,39,C,0.6746184336786262,10,AT43,16,32,5,21
437,17,FA11,11,34,22,0.019706219821939208,31,A,1.4943415023953386,11,DH8D,17,34,6,21
438,18,FD18,18,36,36,0.42905614426465233,55,D,0.851355163589417,18,A319,18,36,9,21
439,19,FA17,17,38,34,0.50816852585681,54,A,0.7497386996201786,17,AT43,19,38,9,21
440,0,FB0,0,0,0,0.04231750222135455,22,B,1.5893877439016602,0,DH8D,0,0,0,22
441,1,FC1,1,2,2,0.03643989665917058,26,C,1.3616726347364339,1,E190,1,2,1,22
442,2,FA2,2,4,4,0.5096407699567684,25,A,0.7419584721213234,2,B738,2,4,1,22
443,3,FD3,3,6,6,0.042694765640931,18,D,1.6195202157788022,3,B738,3,6,2,22
444,4,FB4,4,8,8,0.501961782645559,26,B,0.8265535190356387,4,A320,4,8,2,22
445,5,FD5,5,10,10,0.07009913900569698,20,D,1.573158893316481,5,AT43,5,10,3,22
446,6,FC11,11,12,22,0.5406728868523196,36,C,0.6491065354378288,11,A319,6,12,6,22
447,7,FC9,9,14,18,0.06540883257554342,47,C,1.3207346515654914,9,B735,7,14,5,22
448,8,FB8,8,16,16,0.0,46,B,1.659618660243099,8,AT72,8,16,4,22
449,9,FC6,6,18,12,0.0,42,C,1.4131683431218036,6,AT72,9,18,3,22
450,10,FA16,16,20,32,0.0905841815965387,58,A,1.3760295102145976,16,A332,10,20,8,22
451,11,FC7,7,22,14,0.5003300437973646,41,C,0.7061177641146226,7,AT43,11,22,4,22
452,12,FD17,17,24,34,0.6177962333810533,45,D,0.6465928570845108,17,A332,12,24,9,22
453,13,FA10,10,26,20,0.020177871573821116,50,A,1.4825607122632471,10,B763,13,26,5,22
454,14,FD12,12,28,24,0.0,50,D,1.6917490447684604,12,B752,14,28,6,22
455,15,FB15,15,30,30,0.0966028962871639,30,B,1.499294690931393,15,AT72,15,30,8,22
456,16,FA19,19,32,38,0.5162948642398717,48,A,0.7318902174109814,19,B763,16,32,10,22
457,17,FD14,14,34,28,0.0309756086945826,41,D,1.6393460883482787,14,DH8D,17,34,7,22
458,18,FB18,18,36,36,0.5557434598557578,62,B,0.7372964439584218,18,AT72,18,36,9,22
459,19,FA13,13,38,26,0.0,36,A,1.5130916819000433,13,E190,19,38,7,22
460,0,FD0,0,0,0,0.0,20,D,1.5806072387702679,0,E190,0,0,0,23
461,1,FB1,1,2,2,0.6737753445974227,37,B,0.47548762945965745,1,DH8D,1,2,1,23
462,2,FD2,2,4,4,0.5364361306076386,38,D,0.7327124075939215,2,AT72,2,4,1,23
463,3,FB3,3,6,6,0.5553940865857172,28,B,0.6480338267266138,3,E190,3,6,2,23
464,4,FC4,4,8,8,0.5381707066997642,39,C,0.7225704489398513,4,AT72,4,8,2,23
465,5,FD5,5,10,10,0.0883880582521297,46,D,1.4409004340761036,5,B763,5,10,3,23
466,6,FA6,6,12,12,0.5083528755016202,25,A,0.7334802149210745,6,B744,6,12,3,23
467,7,FB13,13,14,26,0.0,54,B,1.4575465759106476,13,A319,7,14,7,23
468,8,FA9,9,16,18,0.5746321131371398,52,A,0.6345993163186336,9,B734,8,16,5,23
469,9,FA16,16,18,32,0.0,35,A,1.4918834635093887,16,B733,9,18,8,23
470,10,FC18,18,20,36,0.5775698986474407,39,C,0.6609271269884383,18,B744,10,20,9,23
471,11,FD19,19,22,38,0.5943171914782921,60,D,0.6412251837940639,19,A332,11,22,10,23
472,12,FC12,12,24,24,0.513988780861717,55,C,0.7604050888436236,12,A320,12,24,6,23
473,13,FB7,7,26,14,0.5466893222626787,36,B,0.6607214261597676,7,E190,13,26,4,23
474,14,FB14,14,28,28,0.004254778231307377,54,B,1.4513450384683464,14,AT72,14,28,7,23
475,15,FC10,10,30,20,0.06066055153991423,41,C,1.4696749141451007,10,A319,15,30,5,23
476,16,FA17,17,32,34,0.007971651191908347,53,A,1.4799906889193157,17,B735,16,32,9,23
477,17,FA8,8,34,16,0.5438065195150954,45,A,0.6805875096962223,8,E190,17,34,4,23
478,18,FC15,15,36,30,0.0,47,C,1.564583406514466,15,E190,18,36,8,23
479,19,FD11,11,38,22,0.0876213631642283,49,D,1.4421122778819702,11,B738,19,38,6,23
480,0,FA0,0,0,0,0.0,19,A,1.5955992552890021,0,B744,0,0,0,24
481,1,FB1,1,2,2,0.014133967363140876,17,B,0.6834196079982603,1,DH8D,1,2,1,24
482,2,FA2,2,4,4,0.5108196020406293,28,A,0.7805358786859498,2,B733,2,4,1,24
483,3,FD3,3,6,6,0.5992389330913532,27,D,0.667955776308482,3,B733,3,6,2,24
484,4,FB4,4,8,8,0.2133474620171959,24,B,0.5453213229196152,4,A321,4,8,2,24
485,5,FA5,5,10,10,0.5714479084664348,21,A,0.6837973981035008,5,B752,5,10,3,24
486,6,FC8,8,12,16,0.602161636349456,23,C,0.6559297212668433,8,B763,6,12,4,24
487,7,FB9,9,14,18,0.0,52,B,0.6932175218273251,9,B744,7,14,5,24
488,8,FC15,15,16,30,0.5491030658173055,31,C,0.7434092017790365,15,B744,8,16,8,24
489,9,FB13,13,18,26,0.09080877908862839,42,B,0.6302672850273411,13,B735,9,18,7,24
490,10,FD19,19,20,38,0.0,62,D,1.6667182305429435,19,A332,10,20,10,24
491,11,FD10,10,22,20,0.6386632050121676,49,D,0.6022466235721784,10,B752,11,22,5,24
492,12,FD12,12,24,24,0.6246452335035027,33,D,0.6256106322409017,12,A321,12,24,6,24
493,13,FB7,7,26,14,0.11530870948278793,40,B,0.6132835039945599,7,DH8D,13,26,4,24
494,14,FA17,17,28,34,0.14712716949306182,33,A,1.3608432532130939,17,AT43,14,28,9,24
495,15,FC16,16,30,32,0.10994639775246884,49,C,1.467461825143606,16,A332,15,30,8,24
496,16,FC6,6,32,12,0.0,31,C,1.6487342126789044,6,B733,16,32,3,24
497,17,FA14,14,34,28,0.5035009806487168,37,A,0.7922134655286273,14,AT43,17,34,7,24
498,18,FC18,18,36,36,0.1484070912450346,55,C,1.404050363939056,18,AT43,18,36,9,24
499,19,FD11,11,38,22,0.5696985945804994,40,D,0.7171911970409318,11,E190,19,38,6,24
500,0,FB0,0,0,0,0.567799418690621,20,B,0.6438581641009621,0,B752,0,0,0,25
501,1,FD1,1,2,2,0.029356719849310098,29,D,1.4504645080298946,1,B744,1,2,1,25
502,2,FA2,2,4,4,0.0603694553694053,29,A,1.469957235195054,2,A321,2,4,1,25
503,3,FA3,3,6,6,0.49489529453535686,41,A,0.7901853771906888,3,B734,3,6,2,25
504,4,FB4,4,8,8,0.5894188517005923,48,B,0.6116512466448754,4,B744,4,8,2,25
505,5,FC6,6,10,12,0.08316305866075879,35,C,1.4357839821129652,6,DH8D,5,10,3,25
506,6,FC5,5,12,10,0.23749779508106172,46,C,1.1940928673197342,5,AT43,6,12,3,25
507,7,FA9,9,14,18,0.10991210498925486,50,A,1.3924527557210902,9,B752,7,14,5,25
508,8,FA7,7,16,14,0.6676365909566914,40,A,0.5199490380864287,7,B752,8,16,4,25
509,9,FA8,8,18,16,0.0,46,A,1.5643991604944594,8,A319,9,18,4,25
510,10,FD11,11,20,22,0.5715351785012823,40,D,0.6402692206623755,11,B763,10,20,6,25
511,11,FD10,10,22,20,0.44681157447491904,25,D,0.8266478467274827,10,A319,11,22,5,25
512,12,FD12,12,24,24,0.0,54,D,1.4943332300252608,12,A319,12,24,6,25
513,13,FC17,17,26,34,0.0,43,C,1.5660189040983539,17,A319,13,26,9,25
514,14,FB14,14,28,28,0.05695801280157475,41,B,1.4048691945489633,14,A332,14,28,7,25
515,15,FD15,15,30,30,0.44337227547063873,53,D,0.8317873055175715,15,DH8D,15,30,8,25
516,16,FC13,13,32,26,0.03284652979274061,29,C,1.5145806175088923,13,E190,16,32,7,25
517,17,FC16,16,34,32,0.5633923247770889,53,C,0.6837358730735132,16,AT43,17,34,8,25
518,18,FB18,18,36,36,0.5657537237700182,40,B,0.6469056782248431,18,B752,18,36,9,25
519,19,FB19,19,38,38,0.0,49,B,1.4897207267754082,19,A320,19,38,10,25
520,0,FC0,0,0,0,0.2032282997610494,30,C,1.3000528044019792,0,B744,0,0,0,26
521,1,FD1,1,2,2,0.007431439470036549,42,D,1.4372131025677324,1,DH8D,1,2,1,26
522,2,FA2,2,4,4,0.06317090256122682,39,A,1.6208760700534781,2,B752,2,4,1,26
523,3,FB3,3,6,6,0.0,29,B,1.6714382106209287,3,B744,3,6,2,26
524,4,FD4,4,8,8,0.498096022214807,39,D,0.7267437251071058,4,B734,4,8,2,26
525,5,FC5,5,10,10,0.0,25,C,1.6316503259491966,5,B744,5,10,3,26
526,6,FC6,6,12,12,0.16184779917073044,25,C,1.367571311678114,6,AT43,6,12,3,26
527,7,FD10,10,14,20,0.0,25,D,1.4479736309604239,10,B738,7,14,5,26
528,8,FB13,13,16,26,0.5453939457676478,46,B,0.7598459298235636,13,A332,8,16,7,26
529,9,FB8,8,18,16,0.5390009758069272,41,B,0.7705313840952638,8,A321,9,18,4,26
530,10,FD7,7,20,14,0.5547042687399019,41,D,0.6447764768438614,7,A319,10,20,4,26
531,11,FA11,11,22,22,0.6302993721945971,32,A,0.6396459101577902,11,A332,11,22,6,26
532,12,FD12,12,24,24,0.05645387359590481,37,D,1.3662299106279807,12,B735,12,24,6,26
533,13,FB9,9,26,18,0.10979888259001436,53,B,1.4879161627764976,9,B733,13,26,5,26
534,14,FA18,18,28,36,0.5876242478089817,52,A,0.713481242655797,18,A320,14,28,9,26
535,15,FB15,15,30,30,0.09379194409422698,43,B,1.5146707714134158,15,DH8D,15,30,8,26
536,16,FA14,14,32,28,0.0,36,A,1.7301726371275643,14,DH8D,16,32,7,26
537,17,FC19,19,34,38,0.082607671802163,43,C,1.4968634913272931,19,B738,17,34,10,26
538,18,FA16,16,36,32,0.056325392907567995,46,A,1.6327199835434312,16,AT43,18,36,8,26
539,19,FC17,17,38,34,0.17893736617506983,53,C,1.3396871141051532,17,DH8D,19,38,9,26
540,0,FA0,0,0,0,0.08278923919270842,23,A,1.3849844880206605,0,AT43,0,0,0,27
541,1,FA1,1,2,2,0.09583627411709461,42,A,1.3652835187810124,1,B733,1,2,1,27
542,2,FC2,2,4,4,0.069324153394273,19,C,1.4418180045685678,2,B738,2,4,1,27
543,3,FB3,3,6,6,0.6500591985040127,25,B,0.5408341881532108,3,B744,3,6,2,27
544,4,FC4,4,8,8,0.0,48,C,1.549216099060731,4,A320,4,8,2,27
545,5,FA6,6,10,12,0.4562067195998468,39,A,0.8211256237129118,6,A320,5,10,3,27
546,6,FA5,5,12,10,0.0,30,A,1.5099958997446274,5,AT72,6,12,3,27
547,7,FB7,7,14,14,0.5017012617557184,50,B,0.7701216674478173,7,A320,7,14,4,27
548,8,FC8,8,16,16,0.05985744837829421,38,C,1.456483976384381,8,AT43,8,16,4,27
549,9,FD9,9,18,18,0.09476067888881756,33,D,1.4664065000802722,9,A332,9,18,5,27
550,10,FD10,10,20,20,0.4375009136198518,52,D,0.9111980636728821,10,A321,10,20,5,27
551,11,FC19,19,22,38,0.004209457387245319,47,C,1.5426947399081006,19,A321,11,22,10,27
552,12,FD16,16,24,32,8.960422280013258e-05,49,D,1.6197651490278493,16,A321,12,24,8,27
553,13,FB17,17,26,34,0.5834348944517079,53,B,0.6438021794230545,17,B763,13,26,9,27
554,14,FA14,14,28,28,0.5279542607769903,44,A,0.7127871307186664,14,AT43,14,28,7,27
555,15,FD15,15,30,30,0.0,54,D,1.6199102998312715,15,A319,15,30,8,27
556,16,FD12,12,32,24,0.18751219346848236,31,D,1.3161573662877228,12,DH8D,16,32,6,27
557,17,FB18,18,34,36,0.0,46,B,1.5455019415888618,18,DH8D,17,34,9,27
558,18,FB13,13,36,26,0.05341738836222165,28,B,1.462945264160442,13,DH8D,18,36,7,27
559,19,FC11,11,38,22,0.554866566518533,51,C,0.6896078813796676,11,AT43,19,38,6,27
560,0,FC0,0,0,0,0.5356656192085387,17,C,0.7150989420576258,0,B752,0,0,0,28
561,1,FA1,1,2,2,0.0,43,A,0.9282604427231209,1,B738,1,2,1,28
562,2,FA2,2,4,4,0.16621591351213194,46,A,0.7739687852587214,2,A320,2,4,1,28
563,3,FD5,5,6,10,0.02693454853524757,22,D,1.5746199944503465,5,B744,3,6,3,28
564,4,FB4,4,8,8,0.009395611751460753,20,B,1.5192368789897233,4,B735,4,8,2,28
565,5,FD8,8,10,16,0.0763329160605083,29,D,1.4946832778796424,8,A332,5,10,4,28
566,6,FA6,6,12,12,0.24827908534484555,29,A,0.697792789042023,6,A332,6,12,3,28
567,7,FA9,9,14,18,0.4131561090858825,26,A,0.5447439699892975,9,A320,7,14,5,28
568,8,FD10,10,16,20,0.4988241503006067,54,D,0.8110055829074849,10,B735,8,16,5,28
569,9,FA7,7,18,14,0.34006227857758553,38,A,0.6125940814572581,7,B733,9,18,4,28
570,10,FD3,3,20,6,0.0,32,D,1.6182056326016672,3,B735,10,20,2,28
571,11,FC13,13,22,26,0.6117509668094758,44,C,0.5979235748518267,13,E190,11,22,7,28
572,12,FB14,14,24,28,0.1505787520438856,32,B,1.3027118605582313,14,B744,12,24,7,28
573,13,FC15,15,26,30,0.012647738715186985,31,C,1.5205735062725687,15,DH8D,13,26,8,28
574,14,FB12,12,28,24,0.5394811374732138,28,B,0.706273107328044,12,B763,14,28,6,28
575,15,FC17,17,30,34,0.0450449358475411,34,C,1.4706801484826715,17,AT72,15,30,9,28
576,16,FD16,16,32,32,0.6464769311149515,52,D,0.5720730213244126,16,DH8D,16,32,8,28
577,17,FC11,11,34,22,0.0,47,C,1.5400516774974418,11,AT43,17,34,6,28
